beta0 beta1 loggap
1.86875 -1.5 -0.04234493981
1.86875 -1.45 -0.0795528538
1.86875 -1.4 -0.1180094542
1.86875 -1.35 -0.1575110138
1.86875 -1.3 -0.1977234134
1.86875 -1.25 -0.2381345325
1.86875 -1.2 -0.2779984547
1.86875 -1.15 -0.3162786855
1.86875 -1.1 -0.3516069523
1.86875 -1.05 -0.3822868711
1.86875 -1 -0.4063823056
1.86875 -0.95 -0.421925252
1.86875 -0.9 -0.4272408129
1.86875 -0.85 -0.4213166693
1.86875 -0.8 -0.4040807671
1.86875 -0.75 -0.3764585375
1.86875 -0.7 -0.340180365
1.86875 -0.65 -0.2974322666
1.86875 -0.6 -0.2504942064
1.86875 -0.55 -0.2014714722
1.86875 -0.5 -0.1521502586
1.86875 -0.45 -0.1039552858
1.86875 -0.4 -0.05797009086
1.86875 -0.35 -0.0149864406
1.86875 -0.3 0.02443829085
1.86875 -0.25 0.05992680945
1.86875 -0.2 0.0912357907
1.86875 -0.15 0.1182201732
1.86875 -0.1 0.1408082777
1.86875 -0.05 0.1589865155
1.86875 0 0.1727909178
1.86875 0.05 0.1823019263
1.86875 0.1 0.1876394004
1.86875 0.15 0.1889564744
1.86875 0.2 0.18643283
1.86875 0.25 0.1802690075
1.86875 0.3 0.1706830662
1.86875 0.35 0.157909644
1.86875 0.4 0.1422001781
1.86875 0.45 0.123822537
1.86875 0.5 0.1030587577
1.86875 0.55 0.08020062344
1.86875 0.6 0.05554378863
1.86875 0.65 0.02938163842
1.86875 0.7 0.001999976658
1.86875 0.75 -0.02632678966
1.86875 0.8 -0.05533778919
1.86875 0.85 -0.08478633276
1.86875 0.9 -0.1144394447
1.86875 0.95 -0.1440767065
1.86875 1 -0.1734888039
1.86875 1.05 -0.2024760987
1.86875 1.1 -0.2308474661
1.86875 1.15 -0.2584195707
1.86875 1.2 -0.2850166945
1.86875 1.25 -0.3104711729
1.86875 1.3 -0.3346244456
1.86875 1.35 -0.3573286752
1.86875 1.4 -0.37844883
1.86875 1.45 -0.39786508
1.86875 1.5 -0.4154753059
1.86875 1.55 -0.4311974967
1.86875 1.6 -0.4449717985
1.86875 1.65 -0.4567619995
1.86875 1.7 -0.4665562758
1.86875 1.75 -0.4743670896
1.86875 1.8 -0.4802302111
1.86875 1.85 -0.4842029153
1.86875 1.9 -0.486361479
1.86875 1.95 -0.4867981541
1.86875 2 -0.485617827
1.925 -2 0.2428948819
1.925 -1.95 0.2178846604
1.925 -1.9 0.1918132436
1.925 -1.85 0.1646178657
1.925 -1.8 0.1362351342
1.925 -1.75 0.1066028568
1.925 -1.7 0.07566280449
1.925 -1.65 0.04336481118
1.925 -1.6 0.009672767445
1.925 -1.55 -0.02542672353
1.925 -1.5 -0.0619119944
1.925 -1.45 -0.09970892537
1.925 -1.4 -0.1386668873
1.925 -1.35 -0.178526261
1.925 -1.3 -0.2188761556
1.925 -1.25 -0.2591024595
1.925 -1.2 -0.2983300379
1.925 -1.15 -0.3353700141
1.925 -1.1 -0.3686942856
1.925 -1.05 -0.3964723304
1.925 -1 -0.4167110163
1.925 -0.95 -0.4275202013
1.925 -0.9 -0.4274725779
1.925 -0.85 -0.4159512141
1.925 -0.8 -0.39333943
1.925 -0.75 -0.3609601029
1.925 -0.7 -0.3207944698
1.925 -0.65 -0.2751095899
1.925 -0.6 -0.2261303796
1.925 -0.55 -0.1758280492
1.925 -0.5 -0.1258270333
1.925 -0.45 -0.07739603881
1.925 -0.4 -0.03148452509
1.925 -0.35 0.01122333672
1.925 -0.3 0.0502528969
1.925 -0.25 0.08528876174
1.925 -0.2 0.1161331126
1.925 -0.15 0.1426738715
1.925 -0.1 0.1648628328
1.925 -0.05 0.1827025623
1.925 0 0.1962394917
1.925 0.05 0.2055598862
1.925 0.1 0.21078583
1.925 0.15 0.2120699618
1.925 0.2 0.2095895251
1.925 0.25 0.203541311
1.925 0.3 0.1941387636
1.925 0.35 0.181611303
1.925 0.4 0.1662046879
1.925 0.45 0.1481807338
1.925 0.5 0.1278151437
1.925 0.55 0.1053931968
1.925 0.6 0.08120398541
1.925 0.65 0.0555343495
1.925 0.7 0.02866357837
1.925 0.75 0.0008595392266
1.925 0.8 -0.02762357358
1.925 0.85 -0.05654602971
1.925 0.9 -0.08568224478
1.925 0.95 -0.114819756
1.925 1 -0.1437578626
1.925 1.05 -0.1723062342
1.925 1.1 -0.2002837156
1.925 1.15 -0.2275174893
1.925 1.2 -0.2538427009
1.925 1.25 -0.2791026053
1.925 1.3 -0.3031492428
1.925 1.35 -0.3258446152
1.925 1.4 -0.3470622831
1.925 1.45 -0.3666892666
1.925 1.5 -0.3846280929
1.925 1.55 -0.4007988095
1.925 1.6 -0.4151407705
1.925 1.65 -0.4276140128
1.925 1.7 -0.4382000685
1.925 1.75 -0.446902104
1.925 1.8 -0.4537443404
1.925 1.85 -0.4587707697
1.925 1.9 -0.4620432454
1.925 1.95 -0.4636390722
1.925 2 -0.4636482536
1.98125 -2 0.2291232697
1.98125 -1.95 0.2036077635
1.98125 -1.9 0.177004038
1.98125 -1.85 0.1492492806
1.98125 -1.8 0.1202808663
1.98125 -1.75 0.09003858203
1.98125 -1.7 0.05846795426
1.98125 -1.65 0.02552514644
1.98125 -1.6 -0.008815927812
1.98125 -1.55 -0.04455339303
1.98125 -1.5 -0.081642932
1.98125 -1.45 -0.119977556
1.98125 -1.4 -0.1593599029
1.98125 -1.35 -0.1994653878
1.98125 -1.3 -0.2397953254
1.98125 -1.25 -0.2796214838
1.98125 -1.2 -0.3179286236
1.98125 -1.15 -0.3533705765
1.98125 -1.1 -0.3842680045
1.98125 -1.05 -0.4086872001
1.98125 -1 -0.4246364955
1.98125 -0.95 -0.4303829486
1.98125 -0.9 -0.4248236945
1.98125 -0.85 -0.4077791428
1.98125 -0.8 -0.3800741554
1.98125 -0.75 -0.3433662802
1.98125 -0.7 -0.2998050035
1.98125 -0.65 -0.2516662911
1.98125 -0.6 -0.2010740107
1.98125 -0.55 -0.1498455706
1.98125 -0.5 -0.09944239725
1.98125 -0.45 -0.05098574061
1.98125 -0.4 -0.005303049358
1.98125 -0.35 0.0370170598
1.98125 -0.3 0.07557218639
1.98125 -0.25 0.1101003313
1.98125 -0.2 0.1404425229
1.98125 -0.15 0.1665145549
1.98125 -0.1 0.1882878185
1.98125 -0.05 0.2057781284
1.98125 0 0.2190401729
1.98125 0.05 0.2281644909
1.98125 0.1 0.2332742967
1.98125 0.15 0.2345209705
1.98125 0.2 0.232078782
1.98125 0.25 0.2261403781
1.98125 0.3 0.2169142698
1.98125 0.35 0.2046243827
1.98125 0.4 0.1895105412
1.98125 0.45 0.1718282755
1.98125 0.5 0.1518467551
1.98125 0.55 0.1298446055
1.98125 0.6 0.1061042753
1.98125 0.65 0.08090606509
1.98125 0.7 0.0545228594
1.98125 0.75 0.02721621364
1.98125 0.8 -0.0007659967592
1.98125 0.85 -0.02919050281
1.98125 0.9 -0.05783846777
1.98125 0.95 -0.08650459138
1.98125 1 -0.1149958449
1.98125 1.05 -0.1431301249
1.98125 1.1 -0.1707350434
1.98125 1.15 -0.1976470063
1.98125 1.2 -0.2237106818
1.98125 1.25 -0.2487789132
1.98125 1.3 -0.2727130934
1.98125 1.35 -0.2953839795
1.98125 1.4 -0.3166728912
1.98125 1.45 -0.336473199
1.98125 1.5 -0.3546919796
1.98125 1.55 -0.3712516923
1.98125 1.6 -0.3860917178
1.98125 1.65 -0.3991696054
1.98125 1.7 -0.4104618925
1.98125 1.75 -0.419964395
1.98125 1.8 -0.4276919101
1.98125 1.85 -0.4336773267
1.98125 1.9 -0.4379701849
1.98125 1.95 -0.4406347724
1.98125 2 -0.4417478744
2.0375 -2 0.2151550769
2.0375 -1.95 0.1891264993
2.0375 -1.9 0.1619832267
2.0375 -1.85 0.1336628401
2.0375 -1.8 0.1041041048
2.0375 -1.75 0.07324966399
2.0375 -1.7 0.04105002871
2.0375 -1.65 0.007469408329
2.0375 -1.6 -0.02750587517
2.0375 -1.55 -0.06385538233
2.0375 -1.5 -0.1015076519
2.0375 -1.45 -0.140316793
2.0375 -1.4 -0.1800308242
2.0375 -1.35 -0.2202503251
2.0375 -1.3 -0.2603773371
2.0375 -1.25 -0.2995578771
2.0375 -1.2 -0.3366281694
2.0375 -1.15 -0.3700855235
2.0375 -1.1 -0.3981177117
2.0375 -1.05 -0.4187315466
2.0375 -1 -0.430006358
2.0375 -0.95 -0.4304473
2.0375 -0.9 -0.4193388953
2.0375 -0.85 -0.396954468
2.0375 -0.8 -0.3645202403
2.0375 -0.75 -0.3239520249
2.0375 -0.7 -0.2774872584
2.0375 -0.65 -0.227350854
2.0375 -0.6 -0.175533477
2.0375 -0.55 -0.1236895547
2.0375 -0.5 -0.07312235819
2.0375 -0.45 -0.02481682256
2.0375 -0.4 0.02050909094
2.0375 -0.35 0.06235085511
2.0375 -0.3 0.1003687841
2.0375 -0.25 0.1343467351
2.0375 -0.2 0.1641587803
2.0375 -0.15 0.1897441801
2.0375 -0.1 0.2110906097
2.0375 -0.05 0.2282246677
2.0375 0 0.2412074956
2.0375 0.05 0.2501326185
2.0375 0.1 0.255123487
2.0375 0.15 0.2563296174
2.0375 0.2 0.2539218964
2.0375 0.25 0.2480885387
2.0375 0.3 0.2390329002
2.0375 0.35 0.2269732201
2.0375 0.4 0.2121432119
2.0375 0.45 0.1947919569
2.0375 0.5 0.1751819481
2.0375 0.55 0.1535850499
2.0375 0.6 0.1302770121
2.0375 0.65 0.1055316109
2.0375 0.7 0.07961542729
2.0375 0.75 0.05278390705
2.0375 0.8 0.02527892088
2.0375 0.85 -0.002672289164
2.0375 0.9 -0.03085707381
2.0375 0.95 -0.05907660741
2.0375 1 -0.08714471959
2.0375 1.05 -0.1148866027
2.0375 1.1 -0.1421376023
2.0375 1.15 -0.1687422378
2.0375 1.2 -0.1945535481
2.0375 1.25 -0.2194328195
2.0375 1.3 -0.2432497144
2.0375 1.35 -0.2658827919
2.0375 1.4 -0.2872203746
2.0375 1.45 -0.3071616936
2.0375 1.5 -0.3256182096
2.0375 1.55 -0.3425149951
2.0375 1.6 -0.3577920451
2.0375 1.65 -0.3714053864
2.0375 1.7 -0.3833278679
2.0375 1.75 -0.3935495358
2.0375 1.8 -0.4020775341
2.0375 1.85 -0.4089355088
2.0375 1.9 -0.4141625351
2.0375 1.95 -0.4178116251
2.0375 2 -0.4199479013
2.09375 -2 0.200989747
2.09375 -1.95 0.1744408514
2.09375 -1.9 0.1467515704
2.09375 -1.85 0.1178604046
2.09375 -1.8 0.08770824832
2.09375 -1.75 0.05624163434
2.09375 -1.7 0.02341750075
2.09375 -1.65 -0.01078989332
2.09375 -1.6 -0.04637904879
2.09375 -1.55 -0.0833071688
2.09375 -1.5 -0.1214705195
2.09375 -1.45 -0.1606775187
2.09375 -1.4 -0.2006128774
2.09375 -1.35 -0.2407918234
2.09375 -1.3 -0.2805055939
2.09375 -1.25 -0.3187641417
2.09375 -1.2 -0.3542505509
2.09375 -1.15 -0.3853138679
2.09375 -1.1 -0.4100385981
2.09375 -1.05 -0.4264282159
2.09375 -1 -0.4327097984
2.09375 -0.95 -0.4277018444
2.09375 -0.9 -0.4111184449
2.09375 -0.85 -0.3836736212
2.09375 -0.8 -0.346933869
2.09375 -0.75 -0.3029915139
2.09375 -0.7 -0.2540999008
2.09375 -0.65 -0.2023867767
2.09375 -0.6 -0.1496899424
2.09375 -0.55 -0.09749988107
2.09375 -0.5 -0.04697064883
2.09375 -0.45 0.001036714502
2.09375 -0.4 0.04590144372
2.09375 -0.35 0.08719249603
2.09375 -0.3 0.1246243694
2.09375 -0.25 0.1580201675
2.09375 -0.2 0.1872819843
2.09375 -0.15 0.2123687672
2.09375 -0.1 0.2332816524
2.09375 -0.05 0.2500559364
2.09375 0 0.2627577007
2.09375 0.05 0.2714823894
2.09375 0.1 0.2763529645
2.09375 0.15 0.2775166038
2.09375 0.2 0.2751405068
2.09375 0.25 0.2694082566
2.09375 0.3 0.2605179104
2.09375 0.35 0.2486819019
2.09375 0.4 0.2341277233
2.09375 0.45 0.2170979021
2.09375 0.5 0.1978481613
2.09375 0.55 0.1766435332
2.09375 0.6 0.1537530361
2.09375 0.65 0.1294439434
2.09375 0.7 0.1039766252
2.09375 0.75 0.07760059555
2.09375 0.8 0.05055199442
2.09375 0.85 0.02305241516
2.09375 0.9 -0.004691193519
2.09375 0.95 -0.03248588353
2.09375 1 -0.06015163823
2.09375 1.05 -0.0875201407
2.09375 1.1 -0.1144335787
2.09375 1.15 -0.1407436275
2.09375 1.2 -0.1663107033
2.09375 1.25 -0.1910035437
2.09375 1.3 -0.214699138
2.09375 1.35 -0.2372830051
2.09375 1.4 -0.258649787
2.09375 1.45 -0.2787041038
2.09375 1.5 -0.297361592
2.09375 1.55 -0.3145500284
2.09375 1.6 -0.3302104345
2.09375 1.65 -0.3442980473
2.09375 1.7 -0.3567830564
2.09375 1.75 -0.3676510197
2.09375 1.8 -0.3769028963
2.09375 1.85 -0.3845546677
2.09375 1.9 -0.3906365507
2.09375 1.95 -0.3951918355
2.09375 2 -0.3982754117
2.15 -2 0.1866271338
2.15 -1.95 0.1595513402
2.15 -1.9 0.1313105343
2.15 -1.85 0.1018447594
2.15 -1.8 0.07109791017
2.15 -1.75 0.03902162318
2.15 -1.7 0.005580948605
2.15 -1.65 -0.02923747553
2.15 -1.6 -0.06541377531
2.15 -1.55 -0.1028784521
2.15 -1.5 -0.1414896944
2.15 -1.45 -0.1810026747
2.15 -1.4 -0.2210293814
2.15 -1.35 -0.260988785
2.15 -1.3 -0.3000503093
2.15 -1.25 -0.3370799039
2.15 -1.2 -0.3706083132
2.15 -1.15 -0.3988538128
2.15 -1.1 -0.4198393426
2.15 -1.05 -0.4316317428
2.15 -1 -0.4326842188
2.15 -0.95 -0.4221907369
2.15 -0.9 -0.4003118082
2.15 -0.85 -0.3681642874
2.15 -0.8 -0.3275803725
2.15 -0.75 -0.2807493013
2.15 -0.7 -0.2298802816
2.15 -0.65 -0.1769714961
2.15 -0.6 -0.1236986403
2.15 -0.55 -0.0713932504
2.15 -0.5 -0.02107154763
2.15 -0.45 0.02651657374
2.15 -0.4 0.07083592313
2.15 -0.35 0.1115193355
2.15 -0.3 0.1483279564
2.15 -0.25 0.181118387
2.15 -0.2 0.2098164173
2.15 -0.15 0.2343974501
2.15 -0.1 0.2548736821
2.15 -0.05 0.2712873446
2.15 0 0.2837081917
2.15 0.05 0.2922327062
2.15 0.1 0.2969827769
2.15 0.15 0.2981028769
2.15 0.2 0.295756301
2.15 0.25 0.2901218743
2.15 0.3 0.2813922771
2.15 0.35 0.2697740787
2.15 0.4 0.255488496
2.15 0.45 0.2387714482
2.15 0.5 0.2198718372
2.15 0.55 0.1990478245
2.15 0.6 0.176561683
2.15 0.65 0.1526742108
2.15 0.7 0.1276396515
2.15 0.75 0.1017017425
2.15 0.8 0.07509113083
2.15 0.85 0.04802408918
2.15 0.9 0.02070228828
2.15 0.95 -0.006686683198
2.15 1 -0.03396835113
2.15 1.05 -0.06098019177
2.15 1.1 -0.08757046293
2.15 1.15 -0.1135971668
2.15 1.2 -0.1389272358
2.15 1.25 -0.1634359968
2.15 1.3 -0.1870069412
2.15 1.35 -0.209531803
2.15 1.4 -0.2309109249
2.15 1.45 -0.2510538695
2.15 1.5 -0.269880215
2.15 1.55 -0.2873204557
2.15 1.6 -0.3033169184
2.15 1.65 -0.3178246008
2.15 1.7 -0.3308118415
2.15 1.75 -0.3422607442
2.15 1.8 -0.3521672963
2.15 1.85 -0.3605411483
2.15 1.9 -0.3674050447
2.15 1.95 -0.3727939269
2.15 2 -0.3767537491
2.20625 -2 0.1720675641
2.20625 -1.95 0.1444591056
2.20625 -1.9 0.1156623936
2.20625 -1.85 0.0856197508
2.20625 -1.8 0.05427909602
2.20625 -1.75 0.02159858883
2.20625 -1.7 -0.01244664776
2.20625 -1.65 -0.04785490226
2.20625 -1.6 -0.08458425354
2.20625 -1.55 -0.1225335609
2.20625 -1.5 -0.1615164267
2.20625 -1.45 -0.2012264873
2.20625 -1.4 -0.2411930185
2.20625 -1.35 -0.2807278246
2.20625 -1.3 -0.3188688046
2.20625 -1.25 -0.3543336189
2.20625 -1.2 -0.3855085562
2.20625 -1.15 -0.4105092499
2.20625 -1.1 -0.4273505479
2.20625 -1.05 -0.4342363194
2.20625 -1 -0.429919141
2.20625 -0.95 -0.4140109202
2.20625 -0.9 -0.3871086878
2.20625 -0.85 -0.3506737671
2.20625 -0.8 -0.3067239783
2.20625 -0.75 -0.2574737953
2.20625 -0.7 -0.2050418483
2.20625 -0.65 -0.1512767095
2.20625 -0.6 -0.09769084076
2.20625 -0.55 -0.04546581193
2.20625 -0.5 0.004507432041
2.20625 -0.45 0.05157770903
2.20625 -0.4 0.09528470099
2.20625 -0.35 0.1353165518
2.20625 -0.3 0.1714744595
2.20625 -0.25 0.2036435515
2.20625 -0.2 0.2317696022
2.20625 -0.15 0.2558417113
2.20625 -0.1 0.2758810982
2.20625 -0.05 0.2919354414
2.20625 0 0.3040771083
2.20625 0.05 0.3124028956
2.20625 0.1 0.3170331526
2.20625 0.15 0.318109371
2.20625 0.2 0.3157907945
2.20625 0.25 0.3102514238
2.20625 0.3 0.3016785376
2.20625 0.35 0.2902728326
2.20625 0.4 0.2762492435
2.20625 0.45 0.2598370703
2.20625 0.5 0.2412783795
2.20625 0.55 0.2208244511
2.20625 0.6 0.1987308161
2.20625 0.65 0.1752518296
2.20625 0.7 0.1506356849
2.20625 0.75 0.125120478
2.20625 0.8 0.09893156794
2.20625 0.85 0.07228018997
2.20625 0.9 0.04536310278
2.20625 0.95 0.01836298508
2.20625 1 -0.008550700876
2.20625 1.05 -0.0352206188
2.20625 1.1 -0.06150042582
2.20625 1.15 -0.08725373074
2.20625 1.2 -0.1123532326
2.20625 1.25 -0.1366800951
2.20625 1.3 -0.1601235875
2.20625 1.35 -0.1825809986
2.20625 1.4 -0.2039578122
2.20625 1.45 -0.2241681137
2.20625 1.5 -0.2431351773
2.20625 1.55 -0.2607921714
2.20625 1.6 -0.2770829074
2.20625 1.65 -0.2919625519
2.20625 1.7 -0.3053982231
2.20625 1.75 -0.3173694029
2.20625 1.8 -0.3278681063
2.20625 1.85 -0.3368987731
2.20625 1.9 -0.3444778653
2.20625 1.95 -0.3506331795
2.20625 2 -0.3554028994
2.2625 -2 0.1573119094
2.2625 -1.95 0.1291659981
2.2625 -1.9 0.09981035293
2.2625 -1.85 0.06919044098
2.2625 -1.8 0.03725940309
2.2625 -1.75 0.003983574603
2.2625 -1.7 -0.03064957731
2.2625 -1.65 -0.06662016654
2.2625 -1.6 -0.1038600335
2.2625 -1.55 -0.1422308238
2.2625 -1.5 -0.1814943396
2.2625 -1.45 -0.2212737333
2.2625 -1.4 -0.261005251
2.2625 -1.35 -0.2998831657
2.2625 -1.3 -0.3368064239
2.2625 -1.25 -0.3703452275
2.2625 -1.2 -0.3987579801
2.2625 -1.15 -0.4200971706
2.2625 -1.1 -0.4324330596
2.2625 -1.05 -0.434181966
2.2625 -1 -0.4244569054
2.2625 -0.95 -0.4033061484
2.2625 -0.9 -0.3717285049
2.2625 -0.85 -0.3314579426
2.2625 -0.8 -0.2846195535
2.2625 -0.75 -0.2333929579
2.2625 -0.7 -0.1797732498
2.2625 -0.65 -0.1254496597
2.2625 -0.6 -0.07177618088
2.2625 -0.55 -0.01979577419
2.2625 -0.5 0.02971306732
2.2625 -0.45 0.07618616275
2.2625 -0.4 0.1192283989
2.2625 -0.35 0.1585756727
2.2625 -0.3 0.1940635037
2.2625 -0.25 0.2256012645
2.2625 -0.2 0.2531515362
2.2625 -0.15 0.2767147658
2.2625 -0.1 0.2963194659
2.2625 -0.05 0.3120175088
2.2625 0 0.3238829914
2.2625 0.05 0.332012431
2.2625 0.1 0.3365242685
2.2625 0.15 0.3375568118
2.2625 0.2 0.3352651652
2.2625 0.25 0.3298184874
2.2625 0.3 0.3213986751
2.2625 0.35 0.3102005856
2.2625 0.4 0.2964329044
2.2625 0.45 0.2803183385
2.2625 0.5 0.2620921372
2.2625 0.55 0.2419987127
2.2625 0.6 0.2202868737
2.2625 0.65 0.1972045689
2.2625 0.7 0.1729940109
2.2625 0.75 0.1478877708
2.2625 0.8 0.1221060955
2.2625 0.85 0.09585542657
2.2625 0.9 0.06932792644
2.2625 0.95 0.04270175327
2.2625 1 0.01614181814
2.2625 1.05 -0.01019920326
2.2625 1.1 -0.03617978344
2.2625 1.15 -0.06166850979
2.2625 1.2 -0.08654319321
2.2625 1.25 -0.110690175
2.2625 1.3 -0.1340038639
2.2625 1.35 -0.156386516
2.2625 1.4 -0.1777482512
2.2625 1.45 -0.1980072852
2.2625 1.5 -0.2170903389
2.2625 1.55 -0.2349331733
2.2625 1.6 -0.2514811883
2.2625 1.65 -0.2666900167
2.2625 1.7 -0.280526046
2.2625 1.75 -0.2929668032
2.2625 1.8 -0.3040011506
2.2625 1.85 -0.3136292557
2.2625 1.9 -0.3218623142
2.2625 1.95 -0.3287220261
2.2625 2 -0.3342398412
2.31875 -2 0.1423616662
2.31875 -1.95 0.1136746841
2.31875 -1.9 0.08375868074
2.31875 -1.85 0.05256328102
2.31875 -1.8 0.02004824314
2.31875 -1.75 -0.01381000533
2.31875 -1.7 -0.04900903462
2.31875 -1.65 -0.08550723477
2.31875 -1.6 -0.1232054591
2.31875 -1.55 -0.1619219163
2.31875 -1.5 -0.201358722
2.31875 -1.45 -0.2410590894
2.31875 -1.4 -0.2803559627
2.31875 -1.35 -0.3183169897
2.31875 -1.3 -0.3536982095
2.31875 -1.25 -0.3849298577
2.31875 -1.2 -0.4101689964
2.31875 -1.15 -0.427455549
2.31875 -1.1 -0.4349853958
2.31875 -1.05 -0.4314581801
2.31875 -1 -0.4163900683
2.31875 -0.95 -0.3902585696
2.31875 -0.9 -0.3544094474
2.31875 -0.85 -0.3107716382
2.31875 -0.8 -0.2615065099
2.31875 -0.75 -0.208711941
2.31875 -0.7 -0.1542387065
2.31875 -0.65 -0.09961501938
2.31875 -0.6 -0.04604512536
2.31875 -0.55 0.005554120971
2.31875 -0.5 0.05450420601
2.31875 -0.45 0.1003171897
2.31875 -0.4 0.1426545541
2.31875 -0.35 0.1812933433
2.31875 -0.3 0.2160984435
2.31875 -0.25 0.2469997958
2.31875 -0.2 0.2739740731
2.31875 -0.15 0.2970310678
2.31875 -0.1 0.316205121
2.31875 -0.05 0.3315512428
2.31875 0 0.3431445241
2.31875 0.05 0.3510807192
2.31875 0.1 0.3554760737
2.31875 0.15 0.3564655698
2.31875 0.2 0.3542001317
2.31875 0.25 0.348844098
2.31875 0.3 0.3405740385
2.31875 0.35 0.3295790388
2.31875 0.4 0.3160616016
2.31875 0.45 0.3002378986
2.31875 0.5 0.2823364081
2.31875 0.55 0.2625947112
2.31875 0.6 0.2412549272
2.31875 0.65 0.2185586401
2.31875 0.7 0.1947421454
2.31875 0.75 0.17003259
2.31875 0.8 0.1446452587
2.31875 0.85 0.1187820074
2.31875 0.9 0.09263067419
2.31875 0.95 0.06636523313
2.31875 1 0.04014644415
2.31875 1.05 0.01412278085
2.31875 1.1 -0.01156853533
2.31875 1.15 -0.03680052138
2.31875 1.2 -0.06145552642
2.31875 1.25 -0.08542448935
2.31875 1.3 -0.1086063945
2.31875 1.35 -0.1309079414
2.31875 1.4 -0.1522434286
2.31875 1.45 -0.1725348381
2.31875 1.5 -0.1917120909
2.31875 1.55 -0.2097134329
2.31875 1.6 -0.2264858999
2.31875 1.65 -0.2419858033
2.31875 1.7 -0.2561791759
2.31875 1.75 -0.269042122
2.31875 1.8 -0.2805610221
2.31875 1.85 -0.2907325544
2.31875 1.9 -0.2995635117
2.31875 1.95 -0.3070704056
2.31875 2 -0.3132788671
2.375 -2 0.1272190483
2.375 -1.95 0.09798876298
2.375 -1.9 0.06751286084
2.375 -1.85 0.03574630515
2.375 -1.8 0.002657090883
2.375 -1.75 -0.03176605002
2.375 -1.7 -0.06750272202
2.375 -1.65 -0.1044855555
2.375 -1.6 -0.1425790811
2.375 -1.55 -0.1815511999
2.375 -1.5 -0.2210358644
2.375 -1.45 -0.2604866284
2.375 -1.4 -0.2991234229
2.375 -1.35 -0.3358803664
2.375 -1.3 -0.3693714571
2.375 -1.25 -0.3979025867
2.375 -1.2 -0.4195666604
2.375 -1.15 -0.4324510972
2.375 -1.1 -0.4349495086
2.375 -1.05 -0.4261046144
2.375 -1 -0.40585583
2.375 -0.95 -0.3750788514
2.375 -0.9 -0.3353980733
2.375 -0.85 -0.2888608382
2.375 -0.8 -0.2376047737
2.375 -0.75 -0.1836122833
2.375 -0.7 -0.128579254
2.375 -0.65 -0.07387709148
2.375 -0.6 -0.02057139463
2.375 -0.55 0.03053432888
2.375 -0.5 0.07884981272
2.375 -0.45 0.1239536486
2.375 -0.4 0.1655563281
2.375 -0.35 0.2034703028
2.375 -0.3 0.2375855568
2.375 -0.25 0.2678494489
2.375 -0.2 0.2942504242
2.375 -0.15 0.3168059178
2.375 -0.1 0.3355548577
2.375 -0.05 0.3505545041
2.375 0 0.3618803311
2.375 0.05 0.3696269393
2.375 0.1 0.3739081586
2.375 0.15 0.374855554
2.375 0.2 0.372615867
2.375 0.25 0.3673486701
2.375 0.3 0.35922529
2.375 0.35 0.3484291359
2.375 0.4 0.3351566221
2.375 0.45 0.3196174696
2.375 0.5 0.3020334567
2.375 0.55 0.2826353893
2.375 0.6 0.2616587442
2.375 0.65 0.2393387867
2.375 0.7 0.2159059548
2.375 0.75 0.1915820575
2.375 0.8 0.1665775447
2.375 0.85 0.1410898637
2.375 0.9 0.1153027605
2.375 0.95 0.08938631561
2.375 1 0.06349748442
2.375 1.05 0.03778093756
2.375 1.1 0.01237003526
2.375 1.15 -0.01261218829
2.375 1.2 -0.03705211636
2.375 1.25 -0.06084477403
2.375 1.3 -0.08389322106
2.375 1.35 -0.1061081323
2.375 1.4 -0.1274075713
2.375 1.45 -0.1477169486
2.375 1.5 -0.1669691452
2.375 1.55 -0.185104768
2.375 1.6 -0.2020724953
2.375 1.65 -0.2178294617
2.375 1.7 -0.2323416323
2.375 1.75 -0.2455841117
2.375 1.8 -0.257541345
2.375 1.85 -0.2682071726
2.375 1.9 -0.2775847155
2.375 1.95 -0.2856860791
2.375 2 -0.2925318784
2.43125 -2 0.11188709
2.43125 -1.95 0.0821129
2.43125 -1.9 0.05107976149
2.43125 -1.85 0.01874934694
2.43125 -1.8 -0.01490024096
2.43125 -1.75 -0.04986542469
2.43125 -1.7 -0.0861044184
2.43125 -1.65 -0.1235195371
2.43125 -1.6 -0.1619330525
2.43125 -1.55 -0.2010550776
2.43125 -1.5 -0.2404424848
2.43125 -1.45 -0.2794495362
2.43125 -1.4 -0.3171746801
2.43125 -1.35 -0.3524148918
2.43125 -1.3 -0.383649231
2.43125 -1.25 -0.4090841712
2.43125 -1.2 -0.4267960203
2.43125 -1.15 -0.4349861915
2.43125 -1.1 -0.4323142194
2.43125 -1.05 -0.4182086962
2.43125 -1 -0.3930281826
2.43125 -0.95 -0.357995884
2.43125 -0.9 -0.3149402002
2.43125 -0.85 -0.2659569146
2.43125 -0.8 -0.2131125561
2.43125 -0.75 -0.1582522743
2.43125 -0.7 -0.1029145287
2.43125 -0.65 -0.0483221162
2.43125 -0.6 0.004585740755
2.43125 -0.55 0.05510646885
2.43125 -0.5 0.1027272736
2.43125 -0.45 0.1470846361
2.43125 -0.4 0.1879314261
2.43125 -0.35 0.2251105386
2.43125 -0.3 0.2585333859
2.43125 -0.25 0.2881620466
2.43125 -0.2 0.3139947582
2.43125 -0.15 0.3360551493
2.43125 -0.1 0.3543856834
2.43125 -0.05 0.3690451252
2.43125 0 0.3801088267
2.43125 0.05 0.3876699207
